customer_id,company_name,segment,industry,region,country,hq_city,hq_state,employee_count_band,annual_revenue_band,account_owner,source_system,referral_channel,billing_currency,tax_id,primary_contact_name,primary_contact_email,website_domain,crm_lead_score,account_tier,is_key_account,created_at
CUST-00034,Customer Account 00034 Inc,Mid-Market,Media,North America,Canada,Canada City 36,ST38,51-200,$50M-$250M,AM-058,CRM-HubSpot,Partner,GBP,TAX-786278,Contact 00034,contact00034@customer00034.example.com,customer00034.example.com,64,Standard,False,2021-09-01
CUST-00035,Customer Account 00035 Inc,SMB,Financial Services,North America,Mexico,Mexico City 22,ST22,1001-5000,$1M-$10M,AM-011,CRM-HubSpot,Analyst Report,GBP,TAX-942525,Contact 00035,contact00035@customer00035.example.com,customer00035.example.com,37,Silver,False,2022-12-04
CUST-00036,Customer Account 00036 Inc,SMB,Education,LATAM,Brazil,Brazil City 17,ST06,51-200,$250M+,AM-070,CRM-Salesforce,Analyst Report,USD,TAX-629431,Contact 00036,contact00036@customer00036.example.com,customer00036.example.com,4,Standard,False,2022-09-10
CUST-00037,Customer Account 00037 Inc,Mid-Market,Healthcare,APAC,Singapore,Singapore City 13,ST22,1-50,$1M-$10M,AM-041,CRM-HubSpot,Conference,USD,TAX-199529,Contact 00037,contact00037@customer00037.example.com,customer00037.example.com,40,Gold,False,2023-06-17
CUST-00038,Customer Account 00038 Inc,SMB,Financial Services,APAC,Australia,Australia City 1,ST33,1-50,$50M-$250M,AM-050,CRM-HubSpot,None,GBP,TAX-126099,Contact 00038,contact00038@customer00038.example.com,customer00038.example.com,25,Standard,False,2021-08-05
CUST-00039,Customer Account 00039 Inc,SMB,Telecom,North America,United States,United States City 36,ST02,1-50,<$1M,AM-013,CRM-HubSpot,None,GBP,TAX-821332,Contact 00039,contact00039@customer00039.example.com,customer00039.example.com,97,Gold,True,2021-08-03
CUST-00040,Customer Account 00040 Inc,SMB,Telecom,APAC,India,India City 33,ST35,5000+,$250M+,AM-036,CRM-Salesforce,None,USD,TAX-212431,Contact 00040,contact00040@customer00040.example.com,customer00040.example.com,70,Gold,False,2022-03-31
CUST-00041,Customer Account 00041 Inc,SMB,Financial Services,APAC,Singapore,Singapore City 3,ST10,1-50,$1M-$10M,AM-008,Manual-Import,Analyst Report,EUR,TAX-650388,Contact 00041,contact00041@customer00041.example.com,customer00041.example.com,51,Silver,True,2021-02-19
CUST-00042,Customer Account 00042 Inc,Mid-Market,Education,APAC,Singapore,Singapore City 15,ST05,1001-5000,<$1M,AM-030,CRM-Salesforce,Conference,USD,TAX-805672,Contact 00042,contact00042@customer00042.example.com,customer00042.example.com,26,Silver,False,2022-07-27
CUST-00043,Customer Account 00043 Inc,SMB,Retail,LATAM,Argentina,Argentina City 21,ST35,51-200,$50M-$250M,AM-035,CRM-Salesforce,Conference,USD,TAX-557516,Contact 00043,contact00043@customer00043.example.com,customer00043.example.com,70,Silver,False,2021-12-30
CUST-00044,Customer Account 00044 Inc,Mid-Market,Healthcare,North America,Mexico,Mexico City 24,ST21,1001-5000,$50M-$250M,AM-032,CRM-Salesforce,Analyst Report,USD,TAX-467904,Contact 00044,contact00044@customer00044.example.com,customer00044.example.com,85,Silver,False,2021-07-15
CUST-00045,Customer Account 00045 Inc,Mid-Market,Manufacturing,North America,United States,United States City 6,ST12,1-50,$10M-$50M,AM-028,CRM-HubSpot,Customer Referral,USD,TAX-683152,Contact 00045,contact00045@customer00045.example.com,customer00045.example.com,59,Standard,False,2022-08-11
CUST-00046,Customer Account 00046 Inc,SMB,Manufacturing,EMEA,United Kingdom,United Kingdom City 21,ST18,5000+,$10M-$50M,AM-064,CRM-HubSpot,Analyst Report,USD,TAX-928950,Contact 00046,contact00046@customer00046.example.com,customer00046.example.com,86,Silver,False,2022-03-30
CUST-00047,Customer Account 00047 Inc,Mid-Market,Professional Services,North America,Canada,Canada City 2,ST06,1-50,<$1M,AM-069,CRM-Salesforce,Conference,USD,TAX-352550,Contact 00047,contact00047@customer00047.example.com,customer00047.example.com,57,Standard,False,2021-10-28
CUST-00048,Customer Account 00048 Inc,SMB,Software,EMEA,UAE,UAE City 28,ST42,201-1000,$1M-$10M,AM-057,CRM-HubSpot,None,EUR,TAX-207705,Contact 00048,contact00048@customer00048.example.com,customer00048.example.com,51,Platinum,False,2021-11-25
CUST-00049,Customer Account 00049 Inc,SMB,Retail,APAC,Singapore,Singapore City 6,ST35,1001-5000,$1M-$10M,AM-074,CRM-Salesforce,Analyst Report,EUR,TAX-288151,Contact 00049,contact00049@customer00049.example.com,customer00049.example.com,76,Standard,False,2022-04-18
CUST-00050,Customer Account 00050 Inc,SMB,Telecom,APAC,India,India City 8,ST42,5000+,$250M+,AM-052,CRM-Salesforce,None,GBP,TAX-453315,Contact 00050,contact00050@customer00050.example.com,customer00050.example.com,33,Gold,False,2021-03-14
CUST-00051,Customer Account 00051 Inc,Mid-Market,Financial Services,EMEA,UAE,UAE City 10,ST45,5000+,<$1M,AM-050,CRM-Salesforce,Partner,USD,TAX-541177,Contact 00051,contact00051@customer00051.example.com,customer00051.example.com,100,Silver,False,2022-06-12
CUST-00052,Customer Account 00052 Inc,SMB,Professional Services,North America,Mexico,Mexico City 22,ST32,201-1000,$50M-$250M,AM-063,CRM-Salesforce,Analyst Report,EUR,TAX-429947,Contact 00052,contact00052@customer00052.example.com,customer00052.example.com,75,Standard,False,2022-05-01
CUST-00053,Customer Account 00053 Inc,SMB,Education,EMEA,France,France City 15,ST25,201-1000,$250M+,AM-025,CRM-HubSpot,Customer Referral,USD,TAX-406531,Contact 00053,contact00053@customer00053.example.com,customer00053.example.com,59,Silver,False,2022-03-25
CUST-00054,Customer Account 00054 Inc,SMB,Telecom,North America,Mexico,Mexico City 16,ST09,1-50,$1M-$10M,AM-026,CRM-Salesforce,None,EUR,TAX-934713,Contact 00054,contact00054@customer00054.example.com,customer00054.example.com,70,Standard,False,2022-02-08
CUST-00055,Customer Account 00055 Inc,SMB,Healthcare,North America,Canada,Canada City 21,ST32,1001-5000,$250M+,AM-064,CRM-Salesforce,Analyst Report,GBP,TAX-785288,Contact 00055,contact00055@customer00055.example.com,customer00055.example.com,66,Gold,False,2023-03-24
CUST-00056,Customer Account 00056 Inc,Enterprise,Professional Services,APAC,Singapore,Singapore City 20,ST36,5000+,$10M-$50M,AM-052,CRM-HubSpot,Customer Referral,USD,TAX-972832,Contact 00056,contact00056@customer00056.example.com,customer00056.example.com,11,Standard,False,2023-06-06
CUST-00057,Customer Account 00057 Inc,Enterprise,Retail,EMEA,Netherlands,Netherlands City 12,ST03,201-1000,$50M-$250M,AM-077,Manual-Import,Customer Referral,GBP,TAX-518475,Contact 00057,contact00057@customer00057.example.com,customer00057.example.com,33,Silver,False,2023-05-31
CUST-00058,Customer Account 00058 Inc,SMB,Logistics,North America,United States,United States City 11,ST46,201-1000,$250M+,AM-019,CRM-Salesforce,None,GBP,TAX-143828,Contact 00058,contact00058@customer00058.example.com,customer00058.example.com,37,Silver,False,2021-04-09
CUST-00059,Customer Account 00059 Inc,SMB,Professional Services,APAC,Australia,Australia City 16,ST40,51-200,<$1M,AM-072,CRM-HubSpot,Partner,USD,TAX-872311,Contact 00059,contact00059@customer00059.example.com,customer00059.example.com,45,Silver,False,2021-01-05
CUST-00060,Customer Account 00060 Inc,SMB,Manufacturing,North America,Mexico,Mexico City 24,ST33,51-200,$1M-$10M,AM-033,CRM-Salesforce,Conference,EUR,TAX-868009,Contact 00060,contact00060@customer00060.example.com,customer00060.example.com,91,Silver,False,2021-09-27
CUST-00061,Customer Account 00061 Inc,Mid-Market,Professional Services,North America,Canada,Canada City 27,ST05,1001-5000,$1M-$10M,AM-036,CRM-HubSpot,Analyst Report,USD,TAX-998868,Contact 00061,contact00061@customer00061.example.com,customer00061.example.com,64,Silver,False,2021-09-24
CUST-00062,Customer Account 00062 Inc,SMB,Telecom,EMEA,United Kingdom,United Kingdom City 29,ST30,1-50,$1M-$10M,AM-040,CRM-Salesforce,Conference,USD,TAX-220930,Contact 00062,contact00062@customer00062.example.com,customer00062.example.com,11,Standard,False,2021-11-25
CUST-00063,Customer Account 00063 Inc,SMB,Manufacturing,North America,United States,United States City 35,ST17,201-1000,$10M-$50M,AM-071,CRM-HubSpot,Conference,USD,TAX-586770,Contact 00063,contact00063@customer00063.example.com,customer00063.example.com,99,Gold,False,2021-09-14
CUST-00064,Customer Account 00064 Inc,Mid-Market,Telecom,North America,Mexico,Mexico City 39,ST37,51-200,$10M-$50M,AM-049,CRM-Salesforce,Analyst Report,GBP,TAX-317234,Contact 00064,contact00064@customer00064.example.com,customer00064.example.com,30,Standard,False,2021-10-18
CUST-00065,Customer Account 00065 Inc,SMB,Logistics,North America,United States,United States City 23,ST39,1001-5000,$10M-$50M,AM-069,Manual-Import,Customer Referral,USD,TAX-707137,Contact 00065,contact00065@customer00065.example.com,customer00065.example.com,26,Platinum,False,2023-01-04
CUST-00066,Customer Account 00066 Inc,Enterprise,Logistics,North America,United States,United States City 17,ST32,51-200,$250M+,AM-062,CRM-Salesforce,Customer Referral,USD,TAX-132258,Contact 00066,contact00066@customer00066.example.com,customer00066.example.com,94,Standard,True,2023-05-14
CUST-00067,Customer Account 00067 Inc,Mid-Market,Software,North America,Canada,Canada City 11,ST26,1001-5000,$1M-$10M,AM-004,CRM-Salesforce,None,EUR,TAX-446053,Contact 00067,contact00067@customer00067.example.com,customer00067.example.com,78,Silver,False,2021-02-24
CUST-00068,Customer Account 00068 Inc,Mid-Market,Retail,North America,Canada,Canada City 6,ST01,51-200,<$1M,AM-033,CRM-Salesforce,Conference,USD,TAX-557350,Contact 00068,contact00068@customer00068.example.com,customer00068.example.com,28,Standard,False,2022-03-17
CUST-00069,Customer Account 00069 Inc,Mid-Market,Professional Services,APAC,Singapore,Singapore City 9,ST16,201-1000,$1M-$10M,AM-073,CRM-HubSpot,Customer Referral,USD,TAX-305427,Contact 00069,contact00069@customer00069.example.com,customer00069.example.com,75,Platinum,True,2021-10-25
CUST-00070,Customer Account 00070 Inc,Mid-Market,Education,EMEA,UAE,UAE City 24,ST03,51-200,<$1M,AM-002,CRM-Salesforce,Conference,GBP,TAX-269489,Contact 00070,contact00070@customer00070.example.com,customer00070.example.com,82,Standard,False,2021-01-29
CUST-00071,Customer Account 00071 Inc,SMB,Logistics,North America,United States,United States City 27,ST42,201-1000,<$1M,AM-023,CRM-HubSpot,Conference,USD,TAX-246468,Contact 00071,contact00071@customer00071.example.com,customer00071.example.com,90,Gold,False,2022-11-27
CUST-00072,Customer Account 00072 Inc,SMB,Manufacturing,APAC,Japan,Japan City 36,ST49,1-50,$1M-$10M,AM-058,CRM-Salesforce,Conference,USD,TAX-819291,Contact 00072,contact00072@customer00072.example.com,customer00072.example.com,12,Standard,False,2022-06-25
CUST-00073,Customer Account 00073 Inc,Enterprise,Software,North America,Mexico,Mexico City 29,ST17,51-200,<$1M,AM-056,CRM-HubSpot,None,GBP,TAX-737281,Contact 00073,contact00073@customer00073.example.com,customer00073.example.com,31,Standard,False,2022-10-27
CUST-00074,Customer Account 00074 Inc,Enterprise,Financial Services,EMEA,Germany,Germany City 27,ST34,1-50,<$1M,AM-063,Manual-Import,Customer Referral,USD,TAX-103606,Contact 00074,contact00074@customer00074.example.com,customer00074.example.com,93,Platinum,False,2021-01-15
CUST-00075,Customer Account 00075 Inc,SMB,Professional Services,North America,Canada,Canada City 17,ST27,1-50,$50M-$250M,AM-015,CRM-Salesforce,Partner,USD,TAX-635110,Contact 00075,contact00075@customer00075.example.com,customer00075.example.com,14,Silver,False,2021-09-23
CUST-00076,Customer Account 00076 Inc,Mid-Market,Logistics,North America,United States,United States City 34,ST43,5000+,$1M-$10M,AM-049,CRM-HubSpot,Analyst Report,USD,TAX-456549,Contact 00076,contact00076@customer00076.example.com,customer00076.example.com,76,Gold,False,2022-09-02
CUST-00077,Customer Account 00077 Inc,Mid-Market,Telecom,APAC,Japan,Japan City 37,ST26,5000+,<$1M,AM-003,CRM-Salesforce,Analyst Report,USD,TAX-467164,Contact 00077,contact00077@customer00077.example.com,customer00077.example.com,94,Gold,False,2021-03-26
CUST-00078,Customer Account 00078 Inc,SMB,Financial Services,EMEA,France,France City 11,ST09,1001-5000,<$1M,AM-073,Manual-Import,Conference,USD,TAX-290932,Contact 00078,contact00078@customer00078.example.com,customer00078.example.com,35,Gold,False,2022-02-27
CUST-00079,Customer Account 00079 Inc,SMB,Logistics,North America,Canada,Canada City 26,ST36,201-1000,$50M-$250M,AM-076,CRM-Salesforce,Customer Referral,EUR,TAX-913575,Contact 00079,contact00079@customer00079.example.com,customer00079.example.com,70,Gold,False,2023-02-19
CUST-00080,Customer Account 00080 Inc,Enterprise,Education,North America,Canada,Canada City 9,ST48,5000+,$1M-$10M,AM-064,CRM-HubSpot,Analyst Report,EUR,TAX-455166,Contact 00080,contact00080@customer00080.example.com,customer00080.example.com,63,Silver,False,2021-10-15
CUST-00081,Customer Account 00081 Inc,SMB,Media,North America,United States,United States City 20,ST23,1-50,<$1M,AM-027,CRM-Salesforce,Partner,EUR,TAX-217997,Contact 00081,contact00081@customer00081.example.com,customer00081.example.com,34,Silver,False,2021-05-27
CUST-00082,Customer Account 00082 Inc,Enterprise,Healthcare,LATAM,Chile,Chile City 19,ST37,201-1000,$250M+,AM-028,CRM-Salesforce,Partner,GBP,TAX-267189,Contact 00082,contact00082@customer00082.example.com,customer00082.example.com,48,Silver,False,2022-04-15
CUST-00083,Customer Account 00083 Inc,SMB,Manufacturing,North America,United States,United States City 10,ST32,1001-5000,$10M-$50M,AM-070,CRM-Salesforce,None,USD,TAX-365296,Contact 00083,contact00083@customer00083.example.com,customer00083.example.com,32,Gold,False,2022-11-20
CUST-00084,Customer Account 00084 Inc,SMB,Telecom,LATAM,Argentina,Argentina City 23,ST04,201-1000,<$1M,AM-075,CRM-HubSpot,Partner,USD,TAX-187280,Contact 00084,contact00084@customer00084.example.com,customer00084.example.com,82,Silver,False,2023-02-01
CUST-00085,Customer Account 00085 Inc,Mid-Market,Healthcare,North America,United States,United States City 5,ST42,51-200,$10M-$50M,AM-042,CRM-Salesforce,Analyst Report,GBP,TAX-434127,Contact 00085,contact00085@customer00085.example.com,customer00085.example.com,84,Gold,False,2021-12-31
CUST-00086,Customer Account 00086 Inc,Enterprise,Telecom,North America,Canada,Canada City 10,ST44,1001-5000,<$1M,AM-031,CRM-HubSpot,Partner,EUR,TAX-261542,Contact 00086,contact00086@customer00086.example.com,customer00086.example.com,66,Silver,False,2022-01-08
CUST-00087,Customer Account 00087 Inc,SMB,Professional Services,EMEA,United Kingdom,United Kingdom City 30,ST17,201-1000,$10M-$50M,AM-057,CRM-Salesforce,Partner,USD,TAX-245128,Contact 00087,contact00087@customer00087.example.com,customer00087.example.com,4,Gold,False,2023-04-27
CUST-00088,Customer Account 00088 Inc,Mid-Market,Manufacturing,EMEA,Germany,Germany City 16,ST27,5000+,$10M-$50M,AM-029,CRM-Salesforce,None,USD,TAX-957023,Contact 00088,contact00088@customer00088.example.com,customer00088.example.com,9,Platinum,False,2022-03-10
CUST-00089,Customer Account 00089 Inc,Mid-Market,Healthcare,EMEA,UAE,UAE City 35,ST02,51-200,<$1M,AM-013,CRM-Salesforce,Conference,GBP,TAX-647315,Contact 00089,contact00089@customer00089.example.com,customer00089.example.com,8,Silver,False,2022-02-23
CUST-00090,Customer Account 00090 Inc,SMB,Telecom,North America,Mexico,Mexico City 32,ST37,51-200,$10M-$50M,AM-067,Manual-Import,None,EUR,TAX-407248,Contact 00090,contact00090@customer00090.example.com,customer00090.example.com,56,Standard,False,2021-02-15
CUST-00091,Customer Account 00091 Inc,SMB,Education,EMEA,United Kingdom,United Kingdom City 33,ST11,51-200,$250M+,AM-042,CRM-HubSpot,Customer Referral,EUR,TAX-102077,Contact 00091,contact00091@customer00091.example.com,customer00091.example.com,56,Standard,True,2023-06-14
CUST-00092,Customer Account 00092 Inc,Mid-Market,Financial Services,EMEA,Netherlands,Netherlands City 31,ST31,201-1000,$1M-$10M,AM-013,CRM-Salesforce,Conference,USD,TAX-753561,Contact 00092,contact00092@customer00092.example.com,customer00092.example.com,72,Silver,False,2022-02-19
CUST-00093,Customer Account 00093 Inc,Mid-Market,Telecom,EMEA,Netherlands,Netherlands City 22,ST09,1-50,$50M-$250M,AM-078,CRM-Salesforce,Conference,GBP,TAX-504668,Contact 00093,contact00093@customer00093.example.com,customer00093.example.com,29,Gold,False,2023-03-15
CUST-00094,Customer Account 00094 Inc,Mid-Market,Media,EMEA,Netherlands,Netherlands City 15,ST47,1001-5000,$1M-$10M,AM-059,CRM-Salesforce,Analyst Report,GBP,TAX-605636,Contact 00094,contact00094@customer00094.example.com,customer00094.example.com,15,Silver,False,2022-10-10
CUST-00095,Customer Account 00095 Inc,Mid-Market,Media,North America,United States,United States City 28,ST20,201-1000,$10M-$50M,AM-021,CRM-Salesforce,None,USD,TAX-700740,Contact 00095,contact00095@customer00095.example.com,customer00095.example.com,14,Silver,True,2022-08-13
CUST-00096,Customer Account 00096 Inc,SMB,Financial Services,North America,Mexico,Mexico City 37,ST43,1001-5000,$1M-$10M,AM-073,CRM-Salesforce,Analyst Report,GBP,TAX-347636,Contact 00096,contact00096@customer00096.example.com,customer00096.example.com,77,Standard,False,2021-05-05
CUST-00097,Customer Account 00097 Inc,Mid-Market,Healthcare,APAC,Japan,Japan City 22,ST35,1001-5000,$250M+,AM-047,CRM-Salesforce,Analyst Report,USD,TAX-662929,Contact 00097,contact00097@customer00097.example.com,customer00097.example.com,7,Platinum,False,2021-10-16
CUST-00098,Customer Account 00098 Inc,Mid-Market,Software,EMEA,France,France City 28,ST43,5000+,$50M-$250M,AM-029,Manual-Import,Customer Referral,GBP,TAX-868585,Contact 00098,contact00098@customer00098.example.com,customer00098.example.com,33,Silver,False,2021-10-17
CUST-00099,Customer Account 00099 Inc,Mid-Market,Retail,EMEA,UAE,UAE City 16,ST45,5000+,$250M+,AM-025,Manual-Import,Conference,USD,TAX-770491,Contact 00099,contact00099@customer00099.example.com,customer00099.example.com,100,Gold,False,2022-11-20
CUST-00100,Customer Account 00100 Inc,SMB,Healthcare,EMEA,Netherlands,Netherlands City 25,ST15,51-200,$1M-$10M,AM-037,CRM-Salesforce,Customer Referral,USD,TAX-296970,Contact 00100,contact00100@customer00100.example.com,customer00100.example.com,66,Gold,False,2023-01-05
